#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chr19_KI270885v1_alt	1	171027	6	837	0.489396	0.00529741	36.6	0
chr19_KI270886v1_alt	1	204239	2	302	0.147866	0.00147866	36.8	0
chr19_KI270887v1_alt	1	209512	8	1151	0.549372	0.00576578	35	10.6
chr19_KI270888v1_alt	1	155532	2	256	0.164596	0.00194172	36.9	0
chr19_KI270889v1_alt	1	170698	10	1165	0.682492	0.00873472	36.4	0
chr19_KI270890v1_alt	1	184499	16	2265	1.22765	0.0130949	34.8	0
chr19_KI270891v1_alt	1	170680	4	604	0.353879	0.00353879	36.6	0
chr1_KI270892v1_alt	1	162212	29	3991	2.46036	0.0264407	35.9	0.759
chr2_KI270894v1_alt	1	214158	242	26567	12.4053	0.163552	35.2	6.22
chr2_KI270893v1_alt	1	161218	38	5204	3.22793	0.0350023	35.4	0
chr3_KI270895v1_alt	1	162896	15	2037	1.25049	0.0138432	36	12.1
chr4_KI270896v1_alt	1	378547	77	10516	2.77799	0.0300438	36.2	4.65
chr5_KI270897v1_alt	1	1144418	338	45198	3.94943	0.0436772	35.6	2.19
chr5_KI270898v1_alt	1	130957	36	4486	3.42555	0.0393946	35.9	3.28
chr6_GL000251v2_alt	1	4795265	563	75133	1.56682	0.0172829	35.6	3.65
chr7_KI270899v1_alt	1	190869	48	5998	3.14247	0.037214	35.7	2.58
chr8_KI270901v1_alt	1	136959	44	5315	3.88072	0.0435532	35.2	6.91
chr8_KI270900v1_alt	1	318687	66	9253	2.90348	0.0309865	35.9	11.3
chr11_KI270902v1_alt	1	106711	26	3447	3.23022	0.0356945	34.4	14
chr11_KI270903v1_alt	1	214625	87	11775	5.48631	0.0596342	35.1	6.34
chr12_KI270904v1_alt	1	572349	230	31134	5.43969	0.0602762	35.7	10
chr15_KI270906v1_alt	1	196384	43	5892	3.00024	0.0325281	35.3	0
chr15_KI270905v1_alt	1	5161414	1608	220807	4.27803	0.0465243	35.7	6.99
chr17_KI270907v1_alt	1	137721	35	4909	3.56445	0.0381859	35.6	12.1
chr17_KI270910v1_alt	1	157099	44	5921	3.76896	0.0403758	35.2	1.68
chr17_KI270909v1_alt	1	325800	73	10386	3.18785	0.0337477	36.1	1.89
chr17_JH159148v1_alt	1	88070	27	3328	3.77881	0.0452367	36	0
chr17_KI270908v1_alt	1	1423190	338	45840	3.22093	0.0353656	35.5	2.24
chr18_KI270912v1_alt	1	174061	33	4130	2.37273	0.0260828	35.3	2.85
chr18_KI270911v1_alt	1	157710	32	4156	2.63522	0.0288124	35.9	4.53
chr19_GL949747v2_alt	1	729520	48	6333	0.868105	0.00953092	35.4	2.19
chr22_KB663609v1_alt	1	74013	12	1771	2.39282	0.0244822	36	0
chrX_KI270913v1_alt	1	274009	80	10352	3.77798	0.0415534	34.9	1.3
chr19_KI270914v1_alt	1	205194	6	830	0.404495	0.00441533	36.3	0
chr19_KI270915v1_alt	1	170665	2	221	0.129493	0.00176955	36.8	0
chr19_KI270916v1_alt	1	184516	8	1059	0.573934	0.00654686	35.8	0
chr19_KI270917v1_alt	1	190932	4	560	0.293298	0.00316343	36.7	0
chr19_KI270918v1_alt	1	123111	2	162	0.131589	0.00245307	36.7	0
chr19_KI270919v1_alt	1	170701	2	302	0.176918	0.00176918	36.1	0
chr19_KI270920v1_alt	1	198005	4	604	0.305043	0.00305043	36.6	0
chr19_KI270921v1_alt	1	282224	18	2600	0.921254	0.00963065	36.4	0
chr19_KI270922v1_alt	1	187935	8	1077	0.57307	0.00642775	36.5	0
chr19_KI270923v1_alt	1	189352	4	520	0.274621	0.00318983	34.7	0
chr3_KI270924v1_alt	1	166540	24	3367	2.02174	0.0217605	35.6	9.04
chr4_KI270925v1_alt	1	555799	139	17997	3.23804	0.0360202	35.3	1.99
chr6_GL000252v2_alt	1	4604811	452	62738	1.36244	0.0146857	35.6	3.78
chr8_KI270926v1_alt	1	229282	42	5764	2.51393	0.0267923	35.3	8.21
chr11_KI270927v1_alt	1	218612	76	10122	4.63012	0.0516577	35.3	7.68
chr19_GL949748v2_alt	1	1064304	30	4254	0.399698	0.00422905	35.5	0
chr22_KI270928v1_alt	1	176103	33	4688	2.66208	0.0282959	35.8	0
chr19_KI270929v1_alt	1	186203	4	597	0.320618	0.00324377	35.5	0
chr19_KI270930v1_alt	1	200773	6	896	0.446275	0.00451256	35.9	0
chr19_KI270931v1_alt	1	170148	2	302	0.177493	0.00177493	34.3	0
chr19_KI270932v1_alt	1	215732	6	906	0.419966	0.00419966	36	0
chr19_GL000209v2_alt	1	177381	6	840	0.473557	0.00510765	36.8	0
chr3_KI270934v1_alt	1	163458	22	2972	1.8182	0.0203233	35.1	0
chr6_GL000253v2_alt	1	4677643	503	51436	1.09961	0.0136939	34.6	3.96
chr19_GL949749v2_alt	1	1091841	29	3818	0.349685	0.00373681	35.3	0
chr3_KI270935v1_alt	1	197351	34	4406	2.23257	0.0259436	36.2	2.94
chr6_GL000254v2_alt	1	4827813	358	49648	1.02837	0.0110723	35.8	2.32
chr19_GL949750v2_alt	1	1066390	34	4855	0.455274	0.00464839	34.9	0
chr3_KI270936v1_alt	1	164170	42	5493	3.34592	0.0370348	35	0
chr6_GL000255v2_alt	1	4606388	437	60886	1.32177	0.0141708	35.5	4.73
chr19_GL949751v2_alt	1	1002683	26	3645	0.363525	0.003726	35.2	0.154
chr3_KI270937v1_alt	1	165607	34	4362	2.63395	0.0297572	36.2	7.47
chr6_GL000256v2_alt	1	4929269	500	68992	1.39964	0.0150402	35.5	6.42
chr19_GL949752v1_alt	1	987100	122	16730	1.69486	0.0182393	35.1	5
chr6_KI270758v1_alt	1	76752	2	302	0.393475	0.00393475	35.2	0
chr19_GL949753v2_alt	1	796479	41	5526	0.693804	0.0074867	35.5	0
chr19_KI270938v1_alt	1	1066800	103	14167	1.32799	0.0142013	35.3	2.73
chrEBV	1	171823	1690	119694	69.6612	1.44829	35.6	45.1
chrUn_KN707607v1_decoy	1	3033	14	1401	46.1919	0.692384	35.8	54.8
chrUn_KN707608v1_decoy	1	3112	14	1627	52.2815	0.677378	36.2	59.9
chrUn_KN707611v1_decoy	1	1103	3	453	41.0698	0.410698	36.6	54
chrUn_KN707613v1_decoy	1	1619	2	302	18.6535	0.186535	32.5	60
chrUn_KN707616v1_decoy	1	3111	1	30	0.96432	0.0096432	25.9	0
chrUn_KN707617v1_decoy	1	2545	1	80	3.14342	0.0314342	36.4	11
chrUn_KN707620v1_decoy	1	2046	1	151	7.38025	0.0738025	36.6	52
chrUn_KN707626v1_decoy	1	5623	33	1125	20.0071	0.754046	34.8	15.9
chrUn_KN707630v1_decoy	1	2315	2	162	6.99784	0.130454	36.9	2
chrUn_KN707631v1_decoy	1	1945	6	483	24.8329	0.362468	33.2	5
chrUn_KN707636v1_decoy	1	1725	2	302	17.5072	0.175072	36.8	60
chrUn_KN707637v1_decoy	1	5354	9	1112	20.7695	0.235898	36	51.3
chrUn_KN707638v1_decoy	1	2189	2	302	13.7963	0.137963	36.8	47
chrUn_KN707639v1_decoy	1	1294	2	302	23.3385	0.233385	35.9	52.5
chrUn_KN707640v1_decoy	1	1831	6	654	35.7182	0.463135	35.5	52.5
chrUn_KN707642v1_decoy	1	2943	6	737	25.0425	0.30683	36.2	56.3
chrUn_KN707643v1_decoy	1	2857	9	769	26.9163	0.469723	35.2	55.1
chrUn_KN707644v1_decoy	1	1030	3	390	37.8641	0.439806	33.5	60
chrUn_KN707645v1_decoy	1	1070	2	302	28.2243	0.282243	36.8	60
chrUn_KN707646v1_decoy	1	1735	2	152	8.76081	0.174063	35.6	60
chrUn_KN707647v1_decoy	1	1982	3	383	19.3239	0.228557	36.5	58.3
chrUn_KN707648v1_decoy	1	1564	6	757	48.4015	0.578005	34.8	60
chrUn_KN707650v1_decoy	1	1540	3	313	20.3247	0.294156	36.7	50.3
chrUn_KN707651v1_decoy	1	2013	8	1010	50.1739	0.600099	35.7	59.9
chrUn_KN707652v1_decoy	1	1176	5	641	54.5068	0.642007	35.8	60
chrUn_KN707653v1_decoy	1	1890	2	166	8.78307	0.120106	33.9	31
chrUn_KN707655v1_decoy	1	2785	2	302	10.8438	0.108438	36.8	60
chrUn_KN707656v1_decoy	1	1017	2	302	29.6952	0.296952	36.5	60
chrUn_KN707657v1_decoy	1	1068	2	300	28.0899	0.280899	36.1	60
chrUn_KN707658v1_decoy	1	1007	4	475	47.1698	0.57994	35	18.2
chrUn_KN707659v1_decoy	1	2605	23	1184	45.4511	0.720537	35.3	21
chrUn_KN707660v1_decoy	1	8410	134	5283	62.8181	1.45256	34	14.3
chrUn_KN707661v1_decoy	1	5534	80	2653	47.94	1.41561	34.7	9.16
chrUn_KN707662v1_decoy	1	2173	8	1028	47.3079	0.555913	35.1	55.8
chrUn_KN707663v1_decoy	1	1065	2	134	12.5822	0.125822	32	51
chrUn_KN707664v1_decoy	1	8683	4	483	5.56259	0.0601175	35.3	60
chrUn_KN707666v1_decoy	1	2420	1	43	1.77686	0.0177686	34.9	0
chrUn_KN707667v1_decoy	1	2189	2	235	10.7355	0.137963	36.6	24
chrUn_KN707668v1_decoy	1	2093	3	453	21.6436	0.216436	34.2	60
chrUn_KN707670v1_decoy	1	1205	6	375	31.1203	0.663071	31.3	26.5
chrUn_KN707671v1_decoy	1	2786	4	505	18.1263	0.181263	35.8	55
chrUn_KN707672v1_decoy	1	2794	2	225	8.05297	0.108089	36.1	60
chrUn_KN707673v1_decoy	1	19544	14	1773	9.07184	0.108166	36.5	60
chrUn_KN707677v1_decoy	1	7267	2	276	3.79799	0.0379799	36.5	60
chrUn_KN707681v1_decoy	1	4379	8	1111	25.3711	0.272665	34.9	60
chrUn_KN707682v1_decoy	1	4208	2	302	7.17681	0.0717681	36.8	60
chrUn_KN707686v1_decoy	1	2072	15	1274	61.4865	0.962355	36.2	54.5
chrUn_KN707687v1_decoy	1	1136	3	418	36.7958	0.398768	35.8	56.7
chrUn_KN707688v1_decoy	1	4248	1	37	0.870998	0.00870998	22.8	0
chrUn_KN707689v1_decoy	1	5823	2	302	5.18633	0.0518633	35.2	60
chrUn_KN707690v1_decoy	1	3715	2	302	8.12921	0.0812921	36.1	60
chrUn_KN707691v1_decoy	1	4885	6	792	16.2129	0.185466	36.6	60
chrUn_KN707693v1_decoy	1	2899	2	274	9.45154	0.0945154	36.5	60
chrUn_KN707695v1_decoy	1	3119	2	220	7.05354	0.0968259	36.5	60
chrUn_KN707698v1_decoy	1	1908	2	302	15.8281	0.158281	32.9	60
chrUn_KN707702v1_decoy	1	6466	2	180	2.78379	0.0467058	36.7	60
chrUn_KN707703v1_decoy	1	2235	4	508	22.7293	0.270246	35.7	60
chrUn_KN707707v1_decoy	1	4339	1	49	1.12929	0.0112929	36.8	60
chrUn_KN707709v1_decoy	1	3273	3	268	8.18821	0.0824931	25	37
chrUn_KN707710v1_decoy	1	5701	9	953	16.7164	0.238379	36.6	60
chrUn_KN707717v1_decoy	1	1742	2	216	12.3995	0.173364	36.8	60
chrUn_KN707719v1_decoy	1	3270	2	166	5.07645	0.0923547	29	60
chrUn_KN707720v1_decoy	1	6028	2	302	5.00995	0.0500995	36.9	60
chrUn_KN707727v1_decoy	1	2630	1	97	3.68821	0.0368821	28.5	4
chrUn_KN707730v1_decoy	1	5776	7	777	13.4522	0.135907	35.1	0
chrUn_KN707731v1_decoy	1	4820	2	283	5.87137	0.0626556	36.3	60
chrUn_KN707733v1_decoy	1	7503	4	364	4.85139	0.0805011	36.7	60
chrUn_KN707734v1_decoy	1	9652	5	579	5.99876	0.0676544	36.3	48
chrUn_KN707735v1_decoy	1	1091	6	188	17.2319	0.465628	31.6	9.33
chrUn_KN707736v1_decoy	1	2467	2	221	8.95825	0.122416	34.7	60
chrUn_KN707739v1_decoy	1	4284	4	604	14.099	0.14099	35.8	60
chrUn_KN707740v1_decoy	1	10282	6	741	7.20677	0.0881152	36.3	60
chrUn_KN707742v1_decoy	1	4758	2	302	6.3472	0.063472	36.4	60
chrUn_KN707743v1_decoy	1	1624	1	151	9.29803	0.0929803	27.5	60
chrUn_KN707744v1_decoy	1	4024	1	32	0.795229	0.00795229	34.2	60
chrUn_KN707748v1_decoy	1	3553	1	151	4.24993	0.0424993	36.6	60
chrUn_KN707749v1_decoy	1	7010	8	1127	16.077	0.172325	36.6	60
chrUn_KN707750v1_decoy	1	4718	3	453	9.60153	0.0960153	36.6	60
chrUn_KN707752v1_decoy	1	2873	1	151	5.25583	0.0525583	30.5	20
chrUn_KN707753v1_decoy	1	2144	4	500	23.3209	0.258862	33	60
chrUn_KN707755v1_decoy	1	5343	13	1392	26.0528	0.349803	36.4	60
chrUn_KN707756v1_decoy	1	4877	4	484	9.92413	0.0992413	36.7	60
chrUn_KN707757v1_decoy	1	3034	2	142	4.68029	0.0899802	36	60
chrUn_KN707763v1_decoy	1	2674	5	447	16.7165	0.238968	34.4	49.2
chrUn_KN707764v1_decoy	1	3912	6	854	21.8303	0.231595	36.3	60
chrUn_KN707768v1_decoy	1	3656	2	229	6.26368	0.0826039	36.5	60
chrUn_KN707771v1_decoy	1	3176	2	220	6.92695	0.0950882	35.8	60
chrUn_KN707773v1_decoy	1	4902	3	411	8.38433	0.0838433	33.4	60
chrUn_KN707774v1_decoy	1	3324	2	197	5.92659	0.0592659	34.5	50
chrUn_KN707775v1_decoy	1	5997	3	453	7.55378	0.0755378	36.7	60
chrUn_KN707780v1_decoy	1	5691	12	1396	24.53	0.318397	36.3	60
chrUn_KN707781v1_decoy	1	2717	3	384	14.1332	0.166728	36.7	60
chrUn_KN707783v1_decoy	1	4373	4	604	13.812	0.13812	36.7	60
chrUn_KN707788v1_decoy	1	1412	2	216	15.2975	0.152975	34	60
chrUn_KN707791v1_decoy	1	3240	2	301	9.29012	0.0929012	33.3	60
chrUn_KN707793v1_decoy	1	4667	2	302	6.47097	0.0647097	36.6	0
chrUn_KN707798v1_decoy	1	17599	43	4489	25.5071	0.324109	34.8	4.86
chrUn_KN707801v1_decoy	1	2901	3	350	12.0648	0.120648	32.8	53.3
chrUn_KN707802v1_decoy	1	2666	2	302	11.3278	0.113278	36.4	60
chrUn_KN707803v1_decoy	1	5336	7	858	16.0795	0.183471	32.1	57.1
chrUn_KN707807v1_decoy	1	4616	4	458	9.92201	0.119801	36.7	60
chrUn_KN707809v1_decoy	1	3667	3	188	5.12681	0.0913553	29.9	53.3
chrUn_KN707811v1_decoy	1	1120	2	194	17.3214	0.173214	33.3	0
chrUn_KN707815v1_decoy	1	5410	2	302	5.58226	0.0558226	36.7	0
chrUn_KN707816v1_decoy	1	7150	2	302	4.22378	0.0422378	36.7	60
chrUn_KN707821v1_decoy	1	2276	3	340	14.9385	0.199033	36.4	60
chrUn_KN707822v1_decoy	1	2575	5	604	23.4563	0.263301	32.7	48
chrUn_KN707827v1_decoy	1	2913	4	395	13.5599	0.207346	35.2	52
chrUn_KN707828v1_decoy	1	2389	227	2383	99.7488	13.8836	35.4	50.1
chrUn_KN707832v1_decoy	1	1265	2	302	23.8735	0.238735	36.5	60
chrUn_KN707833v1_decoy	1	1961	2	206	10.5048	0.105048	36.2	60
chrUn_KN707836v1_decoy	1	3213	2	287	8.93246	0.0939932	36.8	60
chrUn_KN707840v1_decoy	1	3298	2	302	9.15706	0.0915706	36.4	60
chrUn_KN707842v1_decoy	1	6698	1	121	1.80651	0.0180651	26.4	31
chrUn_KN707845v1_decoy	1	3532	2	302	8.5504	0.085504	30.4	60
chrUn_KN707846v1_decoy	1	2297	6	849	36.9613	0.38485	31.3	20.7
chrUn_KN707853v1_decoy	1	9597	6	906	9.44045	0.0944045	36	60
chrUn_KN707854v1_decoy	1	10451	1	55	0.526265	0.00526265	34.2	0
chrUn_KN707857v1_decoy	1	5985	7	985	16.4578	0.164578	36.3	60
chrUn_KN707859v1_decoy	1	1340	2	296	22.0896	0.225373	36	60
chrUn_KN707860v1_decoy	1	3148	60	1987	63.1194	1.81163	34.6	11.7
chrUn_KN707861v1_decoy	1	2242	27	823	36.7083	0.864407	33	8.85
chrUn_KN707862v1_decoy	1	16513	135	6177	37.4069	0.80373	33.6	9.16
chrUn_KN707863v1_decoy	1	7821	67	2530	32.3488	0.750799	34.5	5.97
chrUn_KN707864v1_decoy	1	2159	4	578	26.7717	0.279759	36.6	60
chrUn_KN707865v1_decoy	1	2114	2	278	13.1504	0.131504	36.6	45
chrUn_KN707866v1_decoy	1	4109	4	499	12.1441	0.135313	33.9	54.8
chrUn_KN707870v1_decoy	1	1012	2	227	22.4308	0.298419	37	60
chrUn_KN707871v1_decoy	1	4728	2	302	6.38748	0.0638748	36.3	60
chrUn_KN707872v1_decoy	1	2165	5	688	31.7783	0.34873	35.9	60
chrUn_KN707873v1_decoy	1	7591	4	586	7.71967	0.0771967	27.6	30
chrUn_KN707874v1_decoy	1	5202	7	476	9.15033	0.157824	35.8	9.29
chrUn_KN707875v1_decoy	1	4241	4	448	10.5635	0.134166	36.5	32.2
chrUn_KN707876v1_decoy	1	4131	4	603	14.5969	0.145969	36.5	0
chrUn_KN707877v1_decoy	1	2272	10	666	29.3134	0.630282	33.6	0
chrUn_KN707878v1_decoy	1	2085	2	300	14.3885	0.144844	36.5	60
chrUn_KN707879v1_decoy	1	4346	12	1291	29.7055	0.372987	35.9	58
chrUn_KN707881v1_decoy	1	4543	9	553	12.1726	0.213515	35.9	0
chrUn_KN707882v1_decoy	1	2772	14	1169	42.1717	0.660895	35	15.4
chrUn_KN707883v1_decoy	1	2490	5	210	8.43373	0.114458	34.7	2.8
chrUn_KN707884v1_decoy	1	4568	28	1341	29.3564	0.873249	36.5	23
chrUn_KN707885v1_decoy	1	1776	4	543	30.5743	0.305743	36.5	60
chrUn_KN707886v1_decoy	1	2699	8	958	35.4946	0.445721	36	60
chrUn_KN707887v1_decoy	1	3534	14	1435	40.6055	0.572722	34.9	51.6
chrUn_KN707888v1_decoy	1	2424	7	788	32.5083	0.436056	36.1	58.9
chrUn_KN707889v1_decoy	1	1747	1	151	8.64339	0.0864339	35.3	60
chrUn_KN707890v1_decoy	1	1088	2	296	27.2059	0.272059	33.8	24
chrUn_KN707891v1_decoy	1	1143	12	808	70.6912	1.5853	36.5	51.1
chrUn_KN707892v1_decoy	1	2530	10	1045	41.3043	0.567194	34.5	53
chrUn_KN707893v1_decoy	1	8049	2	208	2.58417	0.0375202	36.7	60
chrUn_KN707895v1_decoy	1	4284	12	1176	27.451	0.369048	35.3	47.6
chrUn_KN707896v1_decoy	1	33125	8588	32287	97.4702	34.1686	34.2	16.9
chrUn_KN707897v1_decoy	1	2137	6	682	31.9139	0.34394	34.7	42.8
chrUn_KN707898v1_decoy	1	3840	4	402	10.4688	0.157292	36.6	60
chrUn_KN707899v1_decoy	1	3087	2	302	9.78296	0.0978296	35.9	60
chrUn_KN707900v1_decoy	1	2041	4	479	23.4689	0.295933	36.4	60
chrUn_KN707901v1_decoy	1	3344	8	892	26.6746	0.360945	36.4	59.1
chrUn_KN707902v1_decoy	1	2921	4	510	17.4598	0.206779	36.7	53.2
chrUn_KN707903v1_decoy	1	6581	4	604	9.17794	0.0917794	36.2	54
chrUn_KN707904v1_decoy	1	3968	26	2765	69.6825	0.974546	35.7	55.1
chrUn_KN707905v1_decoy	1	2339	10	912	38.991	0.491663	31.8	53.9
chrUn_KN707906v1_decoy	1	1243	6	569	45.7763	0.651649	34.6	54
chrUn_KN707913v1_decoy	1	1527	2	302	19.7773	0.197773	36.9	60
chrUn_KN707914v1_decoy	1	2055	1	151	7.34793	0.0734793	36.9	60
chrUn_KN707915v1_decoy	1	2527	2	301	11.9114	0.119114	36.5	60
chrUn_KN707916v1_decoy	1	3275	6	626	19.1145	0.255878	36.3	60
chrUn_KN707920v1_decoy	1	3584	4	600	16.7411	0.167411	35.7	60
chrUn_KN707921v1_decoy	1	2561	6	569	22.2179	0.335025	33.8	36.7
chrUn_KN707932v1_decoy	1	1084	4	521	48.0627	0.556273	35.8	60
chrUn_KN707933v1_decoy	1	2038	4	576	28.263	0.28263	35.9	60
chrUn_KN707934v1_decoy	1	1070	1	151	14.1121	0.141121	36.8	22
chrUn_KN707936v1_decoy	1	4031	2	302	7.49194	0.0749194	35.3	60
chrUn_KN707939v1_decoy	1	5600	2	302	5.39286	0.0539286	36.9	60
chrUn_KN707941v1_decoy	1	1170	2	302	25.812	0.25812	35.5	60
chrUn_KN707951v1_decoy	1	1118	2	280	25.0447	0.265653	36.5	60
chrUn_KN707953v1_decoy	1	2289	6	630	27.5229	0.395806	36.2	60
chrUn_KN707956v1_decoy	1	3270	2	302	9.23547	0.0923547	35.3	0
chrUn_KN707957v1_decoy	1	11499	2	288	2.50457	0.0250457	33	60
chrUn_KN707959v1_decoy	1	2294	11	605	26.3731	0.35789	36	14.4
chrUn_KN707962v1_decoy	1	1523	2	226	14.8391	0.148391	33.9	60
chrUn_KN707963v1_decoy	1	62955	281	20348	32.3215	0.551616	34.8	32.8
chrUn_KN707964v1_decoy	1	6282	26	893	14.2152	0.560968	36.2	14.9
chrUn_KN707965v1_decoy	1	3836	2	297	7.74244	0.0774244	31.7	7.5
chrUn_KN707966v1_decoy	1	6486	10	1256	19.3648	0.231113	35.9	37.6
chrUn_KN707967v1_decoy	1	15368	55	5114	33.2769	0.485294	35.9	29.8
chrUn_KN707968v1_decoy	1	9572	21	1976	20.6435	0.312265	35.8	34.5
chrUn_KN707969v1_decoy	1	6413	34	2258	35.2097	0.673008	35.9	19.7
chrUn_KN707970v1_decoy	1	4104	18	1742	42.4464	0.573587	36.2	27.2
chrUn_KN707971v1_decoy	1	12943	41	4106	31.7237	0.444178	35.1	34.1
chrUn_KN707972v1_decoy	1	4650	14	1620	34.8387	0.428387	36	34.4
chrUn_KN707973v1_decoy	1	3080	6	612	19.8701	0.294156	35.8	57.8
chrUn_KN707974v1_decoy	1	3134	8	1013	32.3229	0.38545	36.6	48.5
chrUn_KN707975v1_decoy	1	6211	10	1065	17.147	0.220576	34.9	44.9
chrUn_KN707976v1_decoy	1	1126	2	207	18.3837	0.268206	35.8	60
chrUn_KN707979v1_decoy	1	2648	4	415	15.6722	0.172205	32.8	23.5
chrUn_KN707980v1_decoy	1	2973	6	771	25.9334	0.304743	36.1	15.2
chrUn_KN707982v1_decoy	1	2318	6	409	17.6445	0.304142	34.2	38.3
chrUn_KN707984v1_decoy	1	2205	2	201	9.11565	0.0911565	33.9	17
chrUn_KN707985v1_decoy	1	2929	2	186	6.35029	0.0635029	30.8	0
chrUn_KN707986v1_decoy	1	3869	9	1190	30.7573	0.333419	35.5	45
chrUn_KN707987v1_decoy	1	1117	2	302	27.0367	0.270367	33.3	60
chrUn_KN707988v1_decoy	1	2960	2	302	10.2027	0.102027	36.2	60
chrUn_KN707989v1_decoy	1	1009	1	151	14.9653	0.149653	36.6	19
chrUn_KN707990v1_decoy	1	4048	4	578	14.2787	0.149209	33.8	50
chrUn_KN707992v1_decoy	1	1830	2	302	16.5027	0.165027	35.7	60
chrUn_JTFH01000001v1_decoy	1	25139	26	3108	12.3633	0.146545	36.2	59.2
chrUn_JTFH01000002v1_decoy	1	18532	14	1764	9.51867	0.111213	35.8	60
chrUn_JTFH01000003v1_decoy	1	15240	14	1927	12.6444	0.138714	36.4	60
chrUn_JTFH01000004v1_decoy	1	13739	4	604	4.39624	0.0439624	36.7	60
chrUn_JTFH01000005v1_decoy	1	11297	16	2134	18.89	0.213862	36	60
chrUn_JTFH01000007v1_decoy	1	9891	9	1168	11.8087	0.13305	36.1	60
chrUn_JTFH01000008v1_decoy	1	9774	6	906	9.26949	0.0926949	35.4	60
chrUn_JTFH01000009v1_decoy	1	9727	2	214	2.20006	0.0310476	36.5	60
chrUn_JTFH01000010v1_decoy	1	9358	8	931	9.94871	0.129087	34.4	60
chrUn_JTFH01000012v1_decoy	1	8479	2	41	0.483548	0.00884538	25.9	4.5
chrUn_JTFH01000013v1_decoy	1	8312	8	1098	13.2098	0.144731	35	27.4
chrUn_JTFH01000016v1_decoy	1	8051	2	302	3.75109	0.0375109	36.1	60
chrUn_JTFH01000017v1_decoy	1	7832	4	487	6.21808	0.0771195	36.3	60
chrUn_JTFH01000018v1_decoy	1	7710	11	1350	17.5097	0.176783	34.9	43.9
chrUn_JTFH01000020v1_decoy	1	7479	4	569	7.60797	0.0807595	36.8	60
chrUn_JTFH01000022v1_decoy	1	7162	4	513	7.1628	0.084334	36.6	60
chrUn_JTFH01000023v1_decoy	1	7065	4	604	8.54919	0.0854919	36.1	60
chrUn_JTFH01000025v1_decoy	1	6997	2	49	0.7003	0.0132914	25.8	0
chrUn_JTFH01000027v1_decoy	1	6979	2	302	4.32727	0.0432727	36.9	60
chrUn_JTFH01000030v1_decoy	1	6246	2	302	4.83509	0.0483509	35.7	60
chrUn_JTFH01000031v1_decoy	1	5926	10	954	16.0985	0.252447	36.3	60
chrUn_JTFH01000033v1_decoy	1	5898	2	302	5.12038	0.0512038	36.4	60
chrUn_JTFH01000040v1_decoy	1	5246	10	1219	23.2368	0.281738	35.2	60
chrUn_JTFH01000041v1_decoy	1	5118	2	302	5.90074	0.0590074	36.1	60
chrUn_JTFH01000048v1_decoy	1	4710	8	992	21.0616	0.245223	33.7	55.1
chrUn_JTFH01000050v1_decoy	1	4645	7	934	20.1076	0.201076	35.8	45.7
chrUn_JTFH01000052v1_decoy	1	4439	3	399	8.98851	0.0898851	30.6	41.7
chrUn_JTFH01000054v1_decoy	1	4409	2	302	6.84963	0.0684963	36.9	60
chrUn_JTFH01000058v1_decoy	1	4290	2	302	7.03963	0.0703963	36.1	0
chrUn_JTFH01000059v1_decoy	1	4242	2	121	2.85243	0.0570486	37	60
chrUn_JTFH01000060v1_decoy	1	4228	2	302	7.14286	0.0714286	36.7	60
chrUn_JTFH01000061v1_decoy	1	4222	4	604	14.306	0.14306	35.5	60
chrUn_JTFH01000064v1_decoy	1	4206	5	464	11.0319	0.173799	36.8	27.6
chrUn_JTFH01000066v1_decoy	1	4101	2	302	7.36406	0.0736406	36.1	60
chrUn_JTFH01000068v1_decoy	1	3967	7	980	24.7038	0.266448	36.6	60
chrUn_JTFH01000071v1_decoy	1	3930	4	496	12.6209	0.15369	36.3	60
chrUn_JTFH01000072v1_decoy	1	3929	9	861	21.914	0.280478	35.9	40.2
chrUn_JTFH01000074v1_decoy	1	3919	6	613	15.6417	0.231181	36.4	60
chrUn_JTFH01000077v1_decoy	1	3890	6	860	22.108	0.229563	35.7	54.7
chrUn_JTFH01000079v1_decoy	1	3846	2	302	7.85231	0.0785231	34.8	60
chrUn_JTFH01000083v1_decoy	1	3825	2	302	7.89542	0.0789542	36.3	60
chrUn_JTFH01000086v1_decoy	1	3801	4	604	15.8906	0.158906	36.1	60
chrUn_JTFH01000089v1_decoy	1	3701	6	816	22.0481	0.244799	35.6	60
chrUn_JTFH01000090v1_decoy	1	3698	5	624	16.874	0.203894	36.7	28.6
chrUn_JTFH01000093v1_decoy	1	3677	5	599	16.2905	0.196084	34.4	27.4
chrUn_JTFH01000094v1_decoy	1	3664	2	302	8.24236	0.0824236	36.5	60
chrUn_JTFH01000095v1_decoy	1	3613	1	151	4.17935	0.0417935	35.4	60
chrUn_JTFH01000096v1_decoy	1	3611	2	256	7.08945	0.0708945	36	60
chrUn_JTFH01000097v1_decoy	1	3606	4	542	15.0305	0.167499	33.5	60
chrUn_JTFH01000098v1_decoy	1	3584	4	479	13.365	0.168527	36.5	60
chrUn_JTFH01000099v1_decoy	1	3581	1	53	1.48003	0.0148003	35.6	0
chrUn_JTFH01000101v1_decoy	1	3528	2	302	8.56009	0.0856009	36.7	53.5
chrUn_JTFH01000102v1_decoy	1	3527	2	89	2.52339	0.0252339	34.9	2
